Taxa	MetaCyc_complete_name	Representative_taxa	NCBI_IDs	Taxa_range	NCBI_IDs	MetaCycID_2	name	pathClass	Class	Category
PWY-5104	PWY.5104..L.isoleucine.biosynthesis.IV	Chromatium,Clostridium pasteurianum,Clostridium sporogenes,Desulfovibrio desulfuricans,Methanobrevibacter arboriphilus,Methanosarcina barkeri,Methanothermobacter thermautotrophicus,	1047,1501,1509,876,39441,2208,145262,	Bacteria,Methanomicrobia,Methanobacteria,	2,224756,183925,	PWY-5104	L isoleucine biosynthesis IV	ISOLEUCINE-SYN,IND-AMINO-ACID-SYN,Amino Acids Biosynthesis,Biosynthesis	Amino Acids Biosynthesis	Biosynthesis
PWY-5109	PWY.5109..2.methylbutanoate.biosynthesis	Ascaris lumbricoides,Ascaris suum,	6252,6253,	Metazoa,	33208,	PWY-5109	2 methylbutanoate biosynthesis	Fermentation,Energy-Metabolism,Pathways	Fermentation	Energy-Metabolism
PWY-5121	PWY.5121..superpathway.of.geranylgeranyl.diphosphate.biosynthesis.II..via.MEP.	Capsicum annuum,Chlamydomonas reinhardtii,Escherichia coli,Hevea brasiliensis,Arabidopsis thaliana,	4072,3055,511145,3981,	Bacteria,Viridiplantae,	2,33090,	PWY-5121	superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	DITERPENOID-SYN,Terpenoid-Biosynthesis,Secondary Metabolites Biosynthesis,Biosynthesis	Secondary Metabolites Biosynthesis	Biosynthesis
PWY-5129	PWY.5129..sphingolipid.biosynthesis..plants.	Aquilegia vulgaris,Gossypium arboreum,Phaseolus vulgaris,Solanum lycopersicum,Zea mays,Arabidopsis thaliana,Cucurbita pepo,	3451,29729,3885,4081,4577,	Viridiplantae,	33090,	PWY-5129	sphingolipid biosynthesis plants	Sphingolipid-Biosynthesis,Fatty-Acid-and-Lipid-Biosynthesis,Biosynthesis	Fatty Acid and Lipid Biosynthesis	Biosynthesis
PWY-5136	PWY.5136..fatty.acid..beta..oxidation.II..peroxisome.	Cucumis sativus,Arabidopsis thaliana,	3659,	Viridiplantae,	33090,	PWY-5136	fatty acid andbeta oxidation II peroxisome	Fatty-Acid-Degradation,Fatty-Acid-and-Lipid-Degradation,Degradation	Fatty-Acid-and-Lipid-Degradation	Degradation
PWY-5138	PWY.5138..unsaturated..even.numbered.fatty.acid..beta..oxidation	Cucumis sativus,Arabidopsis thaliana,	3659,	Viridiplantae,	33090,	PWY-5138	unsaturated even numbered fatty acid andbeta oxidation	Fatty-Acid-Degradation,Fatty-Acid-and-Lipid-Degradation,Degradation	Fatty-Acid-and-Lipid-Degradation	Degradation
PWY-5154	PWY.5154..L.arginine.biosynthesis.III..via.N.acetyl.L.citrulline.	Bacteroides thetaiotaomicron,Cytophaga hutchinsonii,Prevotella ruminicola,Tannerella forsythia,Xanthomonas axonopodis,Xanthomonas campestris,Xylella fastidiosa,	818,985,839,28112,53413,339,2371,	Bacteria,	2,	PWY-5154	L arginine biosynthesis III via N acetyl L citrulline	ARGININE-SYN,IND-AMINO-ACID-SYN,Amino Acids Biosynthesis,Biosynthesis	Amino Acids Biosynthesis	Biosynthesis
PWY-5156	PWY.5156..superpathway.of.fatty.acid.biosynthesis.II..plant.	Persea americana,Pisum sativum,Brassica napus,Arabidopsis thaliana,	3435,3888,3708,	Viridiplantae,	33090,	PWY-5156	superpathway of fatty acid biosynthesis II (plant)	Fatty-acid-biosynthesis,Lipid-Biosynthesis,Fatty Acid and Lipid Biosynthesis,Biosynthesis	Fatty Acid and Lipid Biosynthesis	Biosynthesis
PWY-5173	PWY.5173..superpathway.of.acetyl.CoA.biosynthesis	Pisum sativum,Arabidopsis thaliana,	3888,	Magnoliophyta,	3398,	PWY-5173	superpathway of acetyl CoA biosynthesis	Acetyl-CoA-Biosynthesis,Energy-Metabolism,Pathways	Acetyl-CoA-Biosynthesis	Energy-Metabolism
PWY-5177	PWY.5177..glutaryl.CoA.degradation	Pseudomonas putida,Thauera aromatica,Syntrophus gentianae,Syntrophus buswellii,Syntrophus aciditrophicus,Saccharomyces cerevisiae,Rhodopseudomonas palustris,Homo sapiens,Pseudomonas sp. KB 740,Pseudomonas Sp. K172,	303,59405,43775,43774,316277,4932,1076,9606,	Metazoa,Fungi,Bacteria,	33208,4751,2,	PWY-5177	glutaryl CoA degradation	Carboxylates Degradation,Degradation,Pathways	Carboxylates Degradation	Degradation
PWY-5178	PWY.5178..toluene.degradation.IV..aerobic...via.catechol.	Pseudomonas putida,Pseudomonas putida,Pseudomonas putida,	303,	Proteobacteria,	1224,	PWY-5178	toluene degradation IV (aerobic) (via catechol)	TOLUENE-DEG,Aromatic Compounds Degradation,Degradation	Aromatic Compounds Degradation	Degradation
PWY-5179	PWY.5179..toluene.degradation.V..aerobic...via.toluene.cis.diol.	Pseudomonas putida,	351746,	Proteobacteria,	1224,	PWY-5179	toluene degradation V (aerobic) (via toluene-cis-diol)	TOLUENE-DEG,Aromatic Compounds Degradation,Degradation	Aromatic Compounds Degradation	Degradation
PWY-5180	PWY.5180..toluene.degradation.I..aerobic...via.o.cresol.	Burkholderia cepacia,	292,	Proteobacteria,	1224,	PWY-5180	toluene degradation I (aerobic) (via o-cresol)	TOLUENE-DEG,Aromatic Compounds Degradation,Degradation	Aromatic Compounds Degradation	Degradation
PWY-5181	PWY.5181..toluene.degradation.III..aerobic...via.p.cresol.	Pseudomonas mendocina,Pseudomonas mendocina (pWWO) or (pTOL),Pseudomonas putida,	300,	Proteobacteria,	1224,	PWY-5181	toluene degradation III (aerobic) (via p-cresol)	TOLUENE-DEG,Aromatic Compounds Degradation,Degradation	Aromatic Compounds Degradation	Degradation
PWY-5182	PWY.5182..toluene.degradation.II..aerobic...via.4.methylcatechol.	Ralstonia pickettii,	329,	Proteobacteria,	1224,	PWY-5182	toluene degradation II (aerobic) (via 4-methylcatechol)	TOLUENE-DEG,Aromatic Compounds Degradation,Degradation	Aromatic Compounds Degradation	Degradation
PWY-5183	PWY.5183..superpathway.of.aerobic.toluene.degradation	Ralstonia pickettii,Pseudomonas mendocina,Pseudomonas putida,Burkholderia cepacia,Pseudomonas mendocina (pWWO) or (pTOL),Pseudomonas putida,	329,300,351746,292,	Proteobacteria,	1224,	PWY-5183	superpathway of aerobic toluene degradation	TOLUENE-DEG,Aromatic Compounds Degradation,Degradation	Aromatic Compounds Degradation	Degradation
PWY-5188	PWY.5188..tetrapyrrole.biosynthesis.I..from.glutamate.	Escherichia coli,Euglena gracilis,Nicotiana tabacum,Pseudomonas denitrificans,Salmonella enterica,Triticum aestivum,Arabidopsis thaliana,	511145,3039,4097,43306,90371,4565,	Euglenozoa,Cyanobacteria,Proteobacteria,Archaea,Magnoliophyta,	33682,1117,1224,2157,3398,	PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	Tetrapyrrole-Biosynthesis,Cofactor-Biosynthesis,Biosynthesis	Cofactor-Biosynthesis	Biosynthesis
PWY-5189	PWY.5189..tetrapyrrole.biosynthesis.II..from.glycine.	Euglena gracilis,Homo sapiens,Plasmodium falciparum,Rhodobacter capsulatus,Rhodobacter sphaeroides,Saccharomyces cerevisiae,Streptomyces nodosus,	3039,9606,5833,1061,1063,4932,222892,	Streptomyces,Euglenozoa,Alveolata,Proteobacteria,Metazoa,Fungi,	1883,33682,33630,1224,33208,4751,	PWY-5189	tetrapyrrole biosynthesis II (from glycine)	Tetrapyrrole-Biosynthesis,Cofactor-Biosynthesis,Biosynthesis	Cofactor-Biosynthesis	Biosynthesis
PWY-5198	PWY.5198..factor.420.biosynthesis	Streptomyces aureofaciens,Synechocystis,Streptomyces,Nocardia,Mycobacterium tuberculosis,Mycobacterium smegmatis,Mycobacterium bovis,Mycobacterium,Methanothermobacter thermautotrophicus,Methanosarcina thermophila,Methanosarcina,Methanomicrobia,Methanococci,Methanocaldococcus jannaschii,Methanobacteria,Halobacteria,	1894,1142,1883,1817,1773,1772,1765,1763,145262,2210,2207,224756,183939,2190,183925,183963,	Archaea,Actinobacteria <phylum>,Cyanobacteria,	2157,201174,1117,	PWY-5198	factor 420 biosynthesis	Cofactor-Biosynthesis,Biosynthesis,Pathways	Cofactor-Biosynthesis	Biosynthesis
PWY-5265	PWY.5265..peptidoglycan.biosynthesis.II..staphylococci.	Staphylococcus haemolyticus,Sporosarcina ureae,Sporosarcina pasteurii,Lactococcus lactis,Weissella viridescens,Streptococcus thermophilus,Streptococcus pasteurianus,Streptococcus equinus,Staphylococcus epidermidis,Staphylococcus aureus,Micrococcus luteus,Leuconostoc mesenteroides,Lactobacillus salivarius,Kocuria rosea,Enterococcus faecalis,Pseudarthrobacter polychromogenes,Arthrobacter crystallopoietes,Arthrobacter citreus,Aerococcus viridans,Arthrobacter aurescens,	1283,1571,1474,1358,1629,1308,197614,1335,1282,1280,1270,33965,1624,1275,1351,1676,37928,1670,1377,	Actinobacteria <phylum>,Firmicutes,	201174,1239,	PWY-5265	peptidoglycan biosynthesis II (staphylococci)	Peptidoglycan-Biosynthesis,Cell-Wall-Biosynthesis,Cell Structures Biosynthesis,Biosynthesis	Cell Structures Biosynthesis	Biosynthesis
PWY-5266	PWY.5266..p.cymene.degradation	Pseudomonas putida,Pseudomonas putida,	303,351746,	Proteobacteria,	1224,	PWY-5266	p cymene degradation	Aromatic Compounds Degradation,Degradation,Pathways	Aromatic Compounds Degradation	Degradation
PWY-5270	PWY.5270..morphine.biosynthesis	Homo sapiens,Papaver somniferum,	9606,3469,	Mammalia,Papaveraceae,	40674,3465,	PWY-5270	Alkaloids biosinthesis	Nitrogen-containing secondary compound bio.	Secondary Metabolites Biosynthesis	Biosynthesis
PWY-5273	PWY.5273..p.cumate.degradation	Pseudomonas putida,	351746,	Proteobacteria,	1224,	PWY-5273	p cumate degradation	Aromatic Compounds Degradation,Degradation,Pathways	Aromatic Compounds Degradation	Degradation
PWY-5283	PWY.5283..L.lysine.degradation.V	Pseudomonas fluorescens,Pseudomonas putida,Pseudomonas putida,	294,303,160488,	Bacteria,	2,	PWY-5283	L lysine degradation V	LYSINE-DEG,Proteinogenic-Amino-Acids-Degradation,Amino Acids Degradation,Degradation/Utilization/Assimilation	Amino Acids Degradation	Degradation
PWY-5287	PWY.5287..sanguinarine.and.macarpine.biosynthesis	Argemone mexicana,Eschscholzia californica,Papaver somniferum,Sanguinaria canadensis,Corydalis vaginans,Thalictrum bulgaricum,	54796,3467,3469,3472,	Magnoliophyta,	3398,	PWY-5287	Alkaloids biosinthesis	Nitrogen-containing secondary compound bio.	Secondary Metabolites Biosynthesis	Biosynthesis
PWY-5292	PWY.5292..vindoline.and.vinblastine.biosynthesis	Catharanthus roseus,	4058,	Apocynaceae,	4056,	PWY-5292	Alkaloids biosinthesis	Nitrogen-containing secondary compound bio.	Secondary Metabolites Biosynthesis	Biosynthesis
PWY-5301	PWY.5301..ajmaline.and.sarpagine.biosynthesis	Rauvolfia serpentina,	4060,	Apocynaceae,	4056,	PWY-5301	Alkaloids biosinthesis	Nitrogen-containing secondary compound bio.	Secondary Metabolites Biosynthesis	Biosynthesis
PWY-5304	PWY.5304..superpathway.of.sulfur.oxidation..Acidianus.ambivalens.	Acidianus brierleyi,Acidianus ambivalens,	41673,2283,	Thermoprotei,	183924,	PWY-5304	superpathway of sulfur oxidation (Acidianus ambivalens)	Sulfur-Oxidation,Sulfur-Metabolism,Inorganic Nutrients Metabolism,Degradation/Utilization/Assimilation	Inorganic Nutrients Metabolism	Degradation
PWY-5306	PWY.5306..superpathway.of.thiosulfate.metabolism..Desulfovibrio.sulfodismutans.	Desulfovibrio sulfodismutans,	63561,	Proteobacteria,	1224,	PWY-5306	superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)	Energy-Metabolism,Pathways	other	Energy-Metabolism
PWY-5307	PWY.5307..gentiodelphin.biosynthesis	Gentiana triflora,Perilla frutescens,	55190,48386,	Magnoliophyta,	3398,	PWY-5307	Flavonoids Biosynthesis	Phenylpropanoid-Derivatives-Biosynthesis,Secondary-Metabolites-Biosynthesis,Biosynthesis	Secondary Metabolites Biosynthesis	Biosynthesis
PWY-5310	PWY.5310..superpathway.of.anthocyanin.biosynthesis..from.delphinidin.3.O.glucoside.	Clitoria ternatea,Gentiana triflora,Ipomoea nil,Ipomoea purpurea,Perilla frutescens,	43366,55190,35883,4121,48386,	Spermatophyta,	58024,	PWY-5310	Anthocyanins BiosynthesisSuperpathways	Phenylpropanoid-Derivatives-Biosynthesis,Secondary-Metabolites-Biosynthesis,Biosynthesis	Secondary Metabolites Biosynthesis	Biosynthesis
PWY-5328	PWY.5328..superpathway.of.L.methionine.salvage.and.degradation	Rattus norvegicus,Mus musculus,Homo sapiens,Bos taurus,	10116,10090,9606,9913,	Mammalia,	40674,	PWY-5328	superpathway of L methionine salvage and degradation	L-methionine-Degradation,Proteinogenic-Amino-Acids-Degradation,AMINE-DEG,Degradation/Utilization,Assimilation	AMINE-DEG	Degradation
PWY-5345	PWY.5345..superpathway.of.L.methionine.biosynthesis..by.sulfhydrylation.	Corynebacterium glutamicum,Bacillus subtilis,Corynebacterium glutamicum,Leptospira meyeri,Pseudomonas aeruginosa,Pseudomonas putida,Saccharomyces cerevisiae,[Brevibacterium] flavum,	196627,1423,1718,29508,287,303,4932,92706,	Bacteria,Fungi,	2,4751,	PWY-5345	superpathway of L methionine biosynthesis by sulfhydrylation	Methionine-De-novo-Biosynthesis,METHIONINE-SYN,Proteinogenic Amino Acids Biosynthesis,Amino Acids Biosynthesis,Biosynthesis	Amino Acids Biosynthesis	Biosynthesis
PWY-5347	PWY.5347..superpathway.of.L.methionine.biosynthesis..transsulfuration.	Escherichia coli,	511145,	Bacteria,	2,	PWY-5347	superpathway of L methionine biosynthesis transsulfuration	Methionine-De-novo-Biosynthesis,METHIONINE-SYN,Proteinogenic Amino Acids Biosynthesis,Amino Acids Biosynthesis,Biosynthesis	Amino Acids Biosynthesis	Biosynthesis
PWY-5353	PWY.5353..arachidonate.biosynthesis.I..lower.eukaryotes.	Mortierella alpina,Physcomitrella patens,	64518,3218,	Fungi,Chlorophyta,Bryophyta,	4751,3041,3208,	PWY-5353	 Arachidonate Biosynthesis	Unsaturated-Fatty-Acids-Biosynthesis,Fatty-acid-biosynthesis,Fatty Acid and Lipid Biosynthesis,Biosynthesis	Fatty Acid and Lipid Biosynthesis	Biosynthesis
PWY-5367	PWY.5367..petroselinate.biosynthesis	Daucus carota,Coriandrum sativum,Hedera helix,	4039,4047,4052,	Magnoliophyta,	3398,	PWY-5367	petroselinate biosynthesis	Unsaturated-Fatty-Acids-Biosynthesis,Fatty-acid-biosynthesis,Fatty Acid and Lipid Biosynthesis,Biosynthesis	Fatty Acid and Lipid Biosynthesis	Biosynthesis
PWY-5381	PWY.5381..pyridine.nucleotide.cycling..plants.	Nicotiana tabacum,	4097,	Viridiplantae,	33090,	PWY-5381	pyridine nucleotide cycling plants	NAD-Metabolism,Cofactors, Prosthetic Groups, Electron Carriers Biosynthesis,Biosynthesis	Cofactor-Biosynthesis	Biosynthesis
PWY-5384	PWY.5384..sucrose.degradation.IV..sucrose.phosphorylase.	Bifidobacterium adolescentis,Bifidobacterium animalis,Bifidobacterium bifidum,Bifidobacterium longum,	1680,302911,1681,216816,	Actinobacteria <phylum>,	201174,	PWY-5384	sucrose degradation IV (sucrose phosphorylase)	SUCROSE-DEG,Sugars-And-Polysaccharides-Degradation,Carbohydrates Degradation,Degradation/Utilization/Assimilation	Carbohydrates Degradation	Degradation
PWY-5391	PWY.5391..syringetin.biosynthesis	Petunia x hybrida,Eustoma exaltatum,Catharanthus roseus,	4102,52518,4058,	Spermatophyta,	58024,	PWY-5391	syringetin biosynthesis	FLAVONOID-SYN,PHENYLPROPANOID-SYN,Secondary Metabolites Biosynthesis,Biosynthesis	Secondary Metabolites Biosynthesis	Biosynthesis
PWY-5392	PWY.5392..reductive.TCA.cycle.II	Aquifex aeolicus,Hydrogenobacter thermophilus,	63363,940,	Aquificae <phylum>,	200783,	PWY-5392	reductive TCA cycle II	Reductive-TCA-Cycles,Autotrophic-CO2-Fixation,CO2-Fixation,C1 Compounds Utilization and Assimilation,Degradation/Utilization/Assimilation	C1 Compounds Utilization and Assimilation	Degradation
PWY-5415	PWY.5415..catechol.degradation.I..meta.cleavage.pathway.	Alcaligenes sp. O-1,Cupriavidus necator,Pseudomonas putida,Pseudomonas putida,Pseudomonas sp. CF600,Ralstonia pickettii,Comamonas sp. JS765,Pseudomonas putida,	108557,106590,303,351746,79676,329,58226,	Proteobacteria,Actinobacteria <phylum>,	1224,201174,	PWY-5415	catechol degradation I (meta-cleavage pathway)	Catechol-Degradation,Aromatic Compounds Degradation,Degradation	Aromatic Compounds Degradation	Degradation
PWY-5417	PWY.5417..catechol.degradation.III..ortho.cleavage.pathway.	Trichosporon cutaneum,Rhizobium leguminosarum,Rhizobium leguminosarum,Pseudomonas knackmussii,Pseudomonas putida,Pseudomonas aeruginosa,Cupriavidus necator,Agrobacterium tumefaciens,Acinetobacter calcoaceticus,Sinorhizobium meliloti Rm2011,Pseudomonas putida,	5554,386,384,65741,303,287,106590,358,471,	Fungi,Proteobacteria,	4751,1224,	PWY-5417	catechol degradation III (ortho-cleavage pathway)	Catechol-Degradation,Aromatic Compounds Degradation,Degradation	Aromatic Compounds Degradation	Degradation
PWY-5419	PWY.5419..catechol.degradation.to.2.oxopent.4.enoate.II	Pseudomonas sp. CF600,Cupriavidus necator,Azotobacter vinelandii,Pseudomonas putida,	79676,106590,354,	Actinobacteria <phylum>,Proteobacteria,	201174,1224,	PWY-5419	catechol degradation to 2 oxopent 4 enoate II	Catechol-Degradation,Aromatic Compounds Degradation,Degradation	Aromatic Compounds Degradation	Degradation
PWY-5420	PWY.5420..catechol.degradation.II..meta.cleavage.pathway.	Azotobacter vinelandii,Cupriavidus necator,Pseudomonas putida,Pseudomonas sp. CF600,Pseudomonas putida,	354,106590,303,79676,	Proteobacteria,Actinobacteria <phylum>,	1224,201174,	PWY-5420	catechol degradation II (meta-cleavage pathway)	Catechol-Degradation,Aromatic Compounds Degradation,Degradation	Aromatic Compounds Degradation	Degradation
PWY-5423	PWY.5423..oleoresin.monoterpene.volatiles.biosynthesis	Picea abies,Pinus taeda,Pinus contorta,Abies grandis,	3329,3352,3339,46611,	Pinidae,	3313,	PWY-5423	monoterpenoids	Terpenoids Biosynthesis,Secondary Metabolites Biosynthesis,Biosynthesis	Secondary Metabolites Biosynthesis	Biosynthesis
PWY-5424	PWY.5424..superpathway.of.oleoresin.turpentine.biosynthesis	Pinus contorta,Pinus taeda,Picea abies,Abies grandis,	3339,3352,3329,46611,	Pinidae,	3313,	PWY-5424	superpathway of oleoresin turpentine biosynthesis	Terpenoids Biosynthesis,Secondary Metabolites Biosynthesis,Biosynthesis	Secondary Metabolites Biosynthesis	Biosynthesis
PWY-5425	PWY.5425..oleoresin.sesquiterpene.volatiles.biosynthesis	Picea sitchensis,Pinus taeda,Pinus contorta,Picea abies,Abies grandis,	3332,3352,3339,3329,46611,	Pinidae,	3313,	PWY-5425	Sesquiterpenoids biosynthersis	Terpenoids Biosynthesis,Secondary Metabolites Biosynthesis,Biosynthesis	Secondary Metabolites Biosynthesis	Biosynthesis
PWY-5430	PWY.5430..meta.cleavage.pathway.of.aromatic.compounds	Cupriavidus necator,Azotobacter vinelandii,Ralstonia pickettii,Acinetobacter calcoaceticus,Pseudomonas sp. CF600,Pseudomonas putida,Pseudomonas putida,Pseudomonas putida,Pseudomonas putida,	106590,354,329,471,79676,351746,	Bacteria,	2,	PWY-5430	meta cleavage pathway of aromatic compounds	Benzoate-Degradation,Aromatic Compounds Degradation,Degradation	Aromatic Compounds Degradation	Degradation
PWY-5431	PWY.5431..aromatic.compounds.degradation.via..beta..ketoadipate	Pseudomonas putida,	303,	Proteobacteria,	1224,	PWY-5431	aromatic compounds degradation via andbeta ketoadipate	Catechol-Degradation,Aromatic Compounds Degradation,Degradation	Aromatic Compounds Degradation	Degradation
PWY-5433	PWY.5433..superpathway.of.lipoxygenase	Nicotiana tabacum,Solanum tuberosum,Hordeum vulgare,Oryza sativa,Cucumis sativus,Allium sativum,Solanum lycopersicum,Arabidopsis thaliana,	4097,4113,4513,4530,3659,4682,4081,	Embryophyta,	3193,	PWY-5433	superpathway of fatty acid biosynthesis	Fatty Acid and Lipid Biosynthesis,Biosynthesis	Secondary Metabolites Biosynthesis	Biosynthesis
PWY-5464	PWY.5464..superpathway.of.cytosolic.glycolysis..plants...pyruvate.dehydrogenase.and.TCA.cycle	Ricinus communis,Glycine max,Zea mays,Vigna radiata,Triticum aestivum,Spinacia oleracea,Solanum tuberosum,Secale cereale,Pisum sativum,Oryza sativa,Nicotiana tabacum,Musa acuminata,Solanum lycopersicum,Hevea brasiliensis,Cucumis sativus,Brassica rapa,Brassica nigra,Brassica napus,Arabidopsis thaliana,	3988,3847,4577,3916,4565,3562,4113,4550,3888,4530,4097,4641,4081,3981,3659,3711,3710,3708,	Viridiplantae,	33090,	PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	Energy-Metabolism,Pathways	Glycolysis	Energy-Metabolism
PWY-5466	PWY.5466..matairesinol.biosynthesis	Forsythia x intermedia,Podophyllum peltatum,Thuja plicata,	55183,35933,3316,	Viridiplantae,	33090,	PWY-5466	Lignans biosynthesis	Phenylpropanoid-Derivatives-Biosynthesis,Secondary-Metabolites-Biosynthesis,Biosynthesis	Secondary Metabolites Biosynthesis	Biosynthesis
PWY-5484	PWY.5484..glycolysis.II..from.fructose.6.phosphate.	Escherichia coli,Streptococcus mutans,	511145,1309,	Eukaryota,Bacteria,Archaea,	2759,2,2157,	PWY-5484	glycolysis II (from fructose 6-phosphate)	GLYCOLYSIS-VARIANTS,Energy-Metabolism,Pathways	Glycolysis	Energy-Metabolism
PWY-5488	PWY.5488..4.nitrophenol.degradation.II	Arthrobacter sp.,Lysinibacillus sphaericus,Pseudomonas sp. 1-7,Rhodococcus opacus,Rhodococcus sp. PN1,Serratia sp. DS001,Sphingobium chlorophenolicum,Sphingomonas sp. UG30,Rhodococcus opacus,	1667,1421,633150,37919,129133,336938,46429,76070,	Bacteria,	2,	PWY-5488	Nitrophenol degradation	Nitroaromatic compounds degradation	Aromatic Compounds Degradation	Degradation
PWY-5499	PWY.5499..vitamin.B6.degradation	Pseudomonas sp. MA-1,Ochrobactrum,Mesorhizobium loti,	60694,528,381,	Proteobacteria,	1224,	PWY-5499		Cofactor-Biosynthesis,Biosynthesis,Pathways	Cofactor-Biosynthesis	Biosynthesis
